id,study_id,sex,race,x1,x2,x3,x4,x5,x6,x7,x8,x9,learn
2352,3,0,1,,1,1,1,1,1,1,1,,3
2353,3,0,1,,0,0,0,0,0,0,0,,5
2354,3,0,1,,0,0,0,0,0,0,0,,0
2355,3,0,1,,0,1,0,0,0,1,0,,4
2356,3,0,1,,1,1,0,0,0,0,0,,3
2357,3,0,1,,1,1,1,1,1,1,1,,0
2358,3,0,1,,0,0,0,0,0,1,0,,4
2359,3,0,1,,0,0,0,0,1,1,0,,2
2360,3,0,1,,0,0,0,0,1,0,0,,2
2361,3,0,1,,0,1,0,0,1,1,0,,3
2362,3,0,1,,,,,,,,,,
2363,3,0,1,,0,0,0,0,0,0,0,,4
2364,3,0,1,,0,0,0,0,0,0,0,,5
2365,3,0,1,,1,1,0,1,1,1,0,,2
2366,3,0,1,,1,0,0,1,1,1,0,,4
2367,3,0,1,,1,1,0,1,1,1,1,,2
2368,3,0,1,,0,0,0,0,0,0,0,,5
2369,3,0,1,,0,0,0,0,1,1,0,,2
2370,3,0,1,,1,1,1,0,1,,,,3
2371,3,0,1,,0,0,0,0,0,0,0,,5
2372,3,0,1,,0,0,0,0,0,0,0,,4
2373,3,0,1,,1,0,0,0,1,0,0,,5
2374,3,0,1,,1,0,0,0,1,1,0,,1
2375,3,0,1,,0,0,0,0,0,0,0,,5
2376,3,0,1,,1,1,0,0,1,1,0,,3
2377,3,0,1,,1,1,0,0,1,0,0,,4
2378,3,0,1,,0,0,0,1,1,0,1,,5
2379,3,0,1,,0,0,0,0,0,0,0,,4
2380,3,0,1,,0,0,0,0,0,0,0,,4
2381,3,0,1,,1,1,0,0,1,1,0,,1
2382,3,0,1,,1,1,0,1,1,1,0,,3
2383,3,0,1,,1,1,0,1,1,1,0,,3
2384,3,0,1,,0,1,0,0,0,1,1,,2
2385,3,0,1,,0,0,0,0,0,1,0,,4
2386,3,0,1,,0,0,0,0,0,1,0,,2
2387,3,0,1,,0,0,0,0,0,0,0,,3
2388,3,0,1,,1,0,0,1,0,1,0,,4
2389,3,0,1,,1,1,1,1,1,1,1,,3
2390,3,0,1,,0,0,0,0,1,1,0,,2
2391,3,0,1,,1,1,1,1,1,1,1,,4
2392,3,0,1,,0,0,0,0,0,0,0,,1
2393,3,0,1,,0,0,0,0,1,0,0,,2
2394,3,0,1,,0,0,0,0,0,0,0,,4
2395,3,0,1,,0,0,0,1,0,1,0,,4
2396,3,0,1,,1,1,0,1,1,0,0,,3
2397,3,0,1,,0,0,0,0,0,0,0,,5
2398,3,0,1,,1,0,0,1,1,1,0,,4
2399,3,0,1,,0,0,0,0,1,0,0,,3
2400,3,0,1,,1,1,0,1,1,1,0,,3
2401,3,0,1,,1,1,1,0,1,1,0,,4
2402,3,0,1,,0,0,0,0,1,0,0,,2
2403,3,0,1,,0,0,0,0,0,0,0,,5
2404,3,0,1,,0,0,0,0,0,1,0,,2
2405,3,0,1,,0,1,0,1,1,1,0,,4
2406,3,0,1,,1,1,1,1,1,1,1,,2
2407,3,0,1,,0,0,0,0,0,1,0,,4
2408,3,0,1,,1,1,0,0,1,1,0,,4
2409,3,0,1,,,,,,,,,,
2410,3,0,1,,0,0,0,0,0,1,0,,3
2411,3,0,1,,1,1,0,1,1,1,1,,4
2412,3,0,1,,1,0,0,0,1,1,0,,5
2413,3,0,1,,0,0,0,0,,1,0,,3
2414,3,0,1,,1,1,1,1,1,1,0,,1
2415,3,0,1,,,,,,,,,,
2416,3,0,1,,1,1,0,0,0,1,0,,4
2417,3,0,1,,1,0,0,0,1,1,0,,2
2418,3,0,1,,1,1,0,0,1,0,0,,4
2419,3,0,1,,1,1,0,0,1,1,0,,
2420,3,0,1,,0,0,0,0,0,0,0,,5
2421,3,0,1,,0,0,0,0,0,0,0,,2
2422,3,0,1,,1,1,0,1,1,1,1,,2
2423,3,0,1,,1,1,0,1,1,1,0,,3
2424,3,0,1,,1,0,0,1,1,,0,,5
2425,3,0,1,,0,0,0,0,0,0,0,,4
2426,3,0,1,,0,0,0,0,0,0,0,,3
2427,3,0,1,,0,0,0,0,0,0,0,,4
2428,3,0,1,,,,,,,,,,
2429,3,0,1,,0,1,0,0,0,1,0,,5
2430,3,0,1,,1,1,0,1,1,0,0,,4
2431,3,0,1,,1,1,0,0,1,1,0,,1
2432,3,0,1,,,,,,,,,,
2433,3,0,1,,1,1,0,0,1,1,0,,4
2434,3,0,1,,0,0,0,0,0,0,0,,5
2435,3,0,1,,0,0,0,0,0,0,0,,3
2436,3,0,1,,1,0,0,0,0,0,0,,4
2437,3,0,1,,1,1,0,1,1,1,0,,1
2438,3,0,1,,0,0,0,0,0,1,0,,3
2439,3,0,1,,1,1,0,1,1,1,0,,3
2440,3,0,1,,1,1,1,1,1,1,1,,0
2441,3,0,1,,1,1,0,1,0,1,1,,5
2442,3,0,1,,0,0,0,0,0,0,0,,4
2443,3,0,1,,1,1,0,0,0,0,0,,5
2444,3,0,1,,0,1,0,0,0,0,0,,4
2445,3,0,1,,1,1,1,1,1,1,1,,4
2446,3,0,1,,1,1,1,0,1,1,0,,3
2447,3,0,1,,0,0,0,0,0,0,0,,4
2448,3,0,1,,1,1,1,1,1,1,1,,2
2449,3,0,1,,0,0,0,0,0,1,0,,5
2450,3,0,1,,1,1,0,0,1,1,1,,2
2451,3,0,1,,0,0,0,0,1,0,0,,2
2452,3,0,1,,1,1,1,1,1,1,1,,2
2453,3,0,1,,1,1,1,1,1,1,1,,4
2454,3,0,1,,1,1,1,1,1,1,0,,3
2455,3,0,1,,0,1,0,0,0,0,0,,5
2456,3,0,1,,1,1,0,1,1,1,0,,2
2457,3,0,1,,1,1,0,1,1,1,0,,3
2458,3,0,1,,1,1,1,1,1,1,1,,2
2459,3,0,1,,0,0,0,0,0,0,0,,5
2460,3,0,1,,1,0,0,0,0,1,0,,2
2461,3,0,1,,1,1,0,0,0,0,0,,5
2462,3,0,1,,,,,,,,,,
2463,3,0,1,,0,1,0,0,0,1,0,,2
2464,3,0,1,,0,0,0,0,0,0,0,,5
2465,3,0,1,,0,0,0,0,0,0,0,,5
2466,3,0,1,,1,0,0,0,0,0,0,,5
2467,3,0,1,,1,1,0,1,0,1,0,,3
2468,3,0,1,,0,1,0,0,0,0,0,,3
2469,3,0,1,,,,,,,,,,
2470,3,0,1,,0,0,0,0,0,0,0,,5
2471,3,0,1,,1,1,1,1,0,1,0,,5
2472,3,0,1,,0,0,0,0,0,1,0,,0
2473,3,0,1,,0,0,0,0,0,0,0,,3
2474,3,0,1,,1,0,0,0,0,1,0,,1
2475,3,0,1,,1,1,0,1,0,1,0,,4
2476,3,0,1,,1,1,1,1,1,1,1,,3
2477,3,0,1,,1,1,0,1,1,1,0,,4
2478,3,0,1,,0,1,0,1,0,0,0,,2
2479,3,0,1,,0,1,0,0,1,0,0,,4
2480,3,0,1,,1,1,1,1,1,1,1,,0
2481,3,0,1,,0,0,0,0,1,1,0,,2
2482,3,0,1,,1,1,1,1,1,1,1,,2
2483,3,0,1,,0,0,0,0,0,0,0,,5
2484,3,0,1,,0,0,0,0,0,0,0,,5
2485,3,0,1,,1,1,1,1,1,1,1,,0
2486,3,0,1,,1,0,0,0,0,0,0,,4
2487,3,0,1,,,,,,,,,,
2488,3,0,1,,1,1,0,1,1,1,0,,2
2489,3,0,1,,1,1,1,1,1,1,0,,2
2490,3,0,1,,0,0,0,0,1,1,0,,0
2491,3,0,1,,1,1,0,1,1,1,0,,2
2492,3,0,1,,1,1,0,1,1,1,1,,4
2493,3,0,1,,1,1,0,1,1,1,1,,3
2494,3,0,1,,0,0,0,0,0,1,0,,4
2495,3,0,1,,1,0,0,0,0,1,0,,2
2496,3,0,1,,0,1,0,0,0,0,0,,5
2497,3,0,1,,1,1,1,1,1,1,1,,2
2498,3,0,1,,0,0,0,0,0,0,0,,5
2499,3,0,1,,0,0,0,0,0,0,0,,3
2500,3,0,1,,0,0,0,0,0,1,0,,3
2501,3,0,1,,0,1,0,0,,1,0,,4
2502,3,0,1,,1,1,1,1,1,1,1,,1
2503,3,0,1,,1,0,1,1,1,1,1,,1
2504,3,0,1,,1,1,1,1,1,1,1,,1
2505,3,0,1,,0,1,0,0,1,1,0,,2
2506,3,0,1,,1,1,1,1,1,1,0,,2
2507,3,0,1,,1,1,1,1,1,1,1,,4
2508,3,0,1,,1,1,0,1,1,1,0,,3
2509,3,0,1,,,1,0,1,1,1,0,,
2510,3,0,1,,0,0,0,0,0,0,0,,5
2511,3,0,1,,0,0,0,1,1,1,0,,3
2512,3,0,1,,1,1,0,1,1,1,0,,2
2513,3,0,1,,0,0,0,0,1,1,0,,4
2514,3,0,1,,1,1,1,1,1,1,0,,3
2515,3,0,1,,1,1,1,1,1,1,1,,2
2516,3,0,1,,1,1,1,1,1,1,1,,3
2517,3,0,1,,0,0,0,1,1,1,1,,5
2518,3,0,1,,0,1,0,1,0,0,0,,0
2519,3,0,1,,1,1,1,1,1,1,1,,2
2520,3,0,1,,1,1,1,0,1,1,1,,2
2521,3,0,1,,1,0,0,1,0,1,0,,2
2522,3,0,1,,1,1,0,1,0,1,1,,4
2523,3,0,1,,1,1,0,1,1,1,0,,4
2524,3,0,1,,1,1,1,1,1,1,1,,3
2525,3,0,1,,1,1,1,1,1,,0,,4
2526,3,0,1,,0,0,0,1,0,0,1,,2
2527,3,0,1,,0,0,0,0,0,0,0,,3
2528,3,0,1,,0,0,0,0,0,0,0,,5
2529,3,0,1,,0,0,0,0,0,0,0,,2
2530,3,0,1,,0,0,0,0,0,0,0,,2
2531,3,0,1,,1,1,1,1,1,1,1,,1
2532,3,0,1,,0,0,0,0,0,0,0,,5
2533,3,0,1,,0,0,0,0,0,0,0,,5
2534,3,0,1,,0,0,0,0,1,0,0,,3
2535,3,0,1,,1,1,1,1,1,1,1,,3
2536,3,0,1,,1,0,0,0,0,0,0,,3
2537,3,0,1,,1,1,0,0,1,0,0,,5
2538,3,0,1,,1,1,1,1,1,1,0,,3
2539,3,0,1,,1,1,1,1,1,1,1,,1
2540,3,0,1,,0,0,0,1,0,0,0,,4
2541,3,0,1,,1,1,1,1,1,1,1,,2
2542,3,0,1,,0,1,0,1,1,1,0,,1
2543,3,0,1,,0,0,0,0,0,0,0,,5
2544,3,0,1,,0,0,0,0,0,1,0,,5
2545,3,0,1,,1,1,1,1,1,1,1,,3
2546,3,0,1,,0,0,0,0,1,0,0,,5
2547,3,0,1,,0,1,0,1,1,1,0,,1
2548,3,0,1,,0,0,0,1,0,0,0,,5
2549,3,0,1,,1,1,1,1,1,1,1,,4
2550,3,0,1,,0,0,0,0,0,0,0,,1
2551,3,0,1,,1,1,1,1,1,1,0,,1
2552,3,0,1,,0,0,0,0,1,1,0,,2
2553,3,0,1,,0,0,0,0,0,0,0,,4
2554,3,0,1,,1,1,1,1,1,1,1,,1
2555,3,0,1,,0,0,0,0,0,0,0,,5
2556,3,0,1,,0,0,0,0,0,0,0,,3
2557,3,0,1,,,,,,,,,,
2558,3,0,1,,1,0,0,0,1,1,0,,4
2559,3,0,1,,1,1,1,1,1,1,1,,2
2560,3,0,1,,0,1,0,0,0,1,0,,5
2561,3,0,1,,1,1,1,1,,1,1,,4
2562,3,0,1,,,,,,,,,,
2563,3,0,1,,0,0,0,0,0,0,0,,4
2564,3,0,1,,0,1,0,1,0,1,1,,4
2565,3,0,1,,,,,,,,,,
2566,3,0,1,,1,1,0,1,1,1,0,,2
2567,3,0,1,,,0,0,0,1,0,0,,3
2568,3,0,1,,1,1,0,0,0,1,1,,4
2569,3,0,1,,1,0,0,1,1,1,0,,3
2570,3,0,1,,1,0,0,0,0,0,0,,4
2571,3,0,1,,1,1,1,0,0,1,1,,2
2572,3,0,1,,1,1,1,1,1,1,1,,4
2573,3,0,1,,0,0,0,0,0,0,0,,3
2574,3,0,1,,1,1,0,0,0,,0,,2
2575,3,0,1,,,,,,,,,,
2576,3,0,1,,1,1,0,1,1,1,0,,2
2577,3,0,1,,1,1,0,1,1,1,1,,3
2578,3,0,1,,1,1,0,1,1,1,0,,2
2579,3,0,1,,0,0,0,0,0,0,0,,3
2580,3,0,1,,0,1,0,0,,1,0,,3
2581,3,0,1,,0,1,0,0,0,0,0,,3
2582,3,0,1,,1,1,1,1,1,1,1,,2
2583,3,0,1,,,1,1,1,1,1,1,,4
2584,3,0,1,,1,1,0,1,0,1,0,,3
2585,3,0,1,,1,1,0,1,0,1,0,,3
2586,3,0,1,,1,1,1,1,1,1,1,,2
2587,3,0,1,,0,0,0,0,0,1,0,,2
2588,3,0,1,,,,,,,,,,
2589,3,0,1,,1,1,1,1,1,1,1,,1
2590,3,0,1,,1,1,0,0,1,1,0,,5
2591,3,0,1,,0,0,0,0,0,0,0,,5
2592,3,0,1,,1,1,1,1,,1,1,,
2593,3,0,1,,0,0,0,0,0,0,0,,4
2594,3,0,1,,1,1,0,1,1,1,0,,3
2595,3,0,1,,0,1,1,1,0,,0,,5
2596,3,0,1,,1,1,0,1,1,1,0,,4
2597,3,0,1,,0,0,0,0,1,1,0,,4
2598,3,0,1,,0,0,0,0,1,1,0,,4
2599,3,0,1,,1,1,1,1,1,1,0,,2
2600,3,0,1,,0,0,0,0,0,1,0,,4
2601,3,0,1,,0,0,0,0,0,1,0,,4
2602,3,0,1,,0,0,0,0,0,1,0,,5
2603,3,0,1,,1,1,1,1,1,1,1,,4
2604,3,0,1,,1,1,1,1,1,1,1,,2
2605,3,0,1,,0,0,0,0,0,0,0,,5
2606,3,0,1,,0,0,0,0,0,0,0,,2
2607,3,0,1,,1,1,0,1,1,1,1,,3
2608,3,0,1,,1,0,0,1,0,1,0,,4
2609,3,0,1,,0,1,0,0,1,0,0,,2
2610,3,0,1,,1,1,0,1,1,1,0,,1
2611,3,0,1,,0,0,0,0,0,0,0,,5
2612,3,0,1,,0,0,0,0,0,1,0,,5
2613,3,0,1,,0,0,0,0,1,0,0,,2
2614,3,0,1,,1,0,0,0,1,1,0,,4
2615,3,0,1,,0,0,0,0,0,0,0,,5
2616,3,0,1,,1,1,1,1,1,1,1,,2
2617,3,0,1,,1,1,1,1,1,1,0,,4
2618,3,0,1,,,,,,,,,,
2619,3,0,1,,1,0,0,1,1,1,1,,0
2620,3,0,1,,0,0,0,1,1,1,0,,3
2621,3,0,1,,1,1,1,1,1,1,1,,4
2622,3,0,1,,,,,,,,,,
2623,3,0,1,,1,1,0,1,1,0,0,,2
2624,3,0,1,,0,0,0,0,0,0,0,,5
2625,3,0,1,,1,1,1,0,1,1,0,,3
2626,3,0,1,,0,1,0,0,0,1,0,,2
2627,3,0,1,,0,0,0,0,0,0,0,,5
2628,3,0,1,,1,1,0,1,1,1,0,,0
2629,3,0,1,,1,1,0,1,1,1,0,,3
2630,3,0,1,,1,1,0,1,0,1,0,,2
2631,3,0,1,,1,1,1,1,1,1,1,,2
2632,3,0,1,,1,1,0,0,1,0,0,,4
2633,3,0,1,,0,0,1,1,1,1,0,,2
2634,3,0,1,,1,1,0,0,0,1,1,,4
2635,3,0,1,,1,1,0,1,1,1,1,,3
2636,3,0,1,,1,1,1,1,1,1,0,,3
2637,3,0,1,,0,0,0,0,0,0,0,,4
2638,3,0,1,,1,0,0,0,0,1,0,,
2639,3,0,1,,1,1,1,1,1,1,0,,1
2640,3,0,1,,0,1,0,0,0,1,0,,3
2641,3,0,1,,0,0,0,,1,0,0,,
2642,3,0,1,,1,1,0,1,1,1,0,,5
2643,3,0,1,,0,0,0,0,0,0,0,,2
2644,3,0,1,,1,1,0,1,0,1,0,,5
2645,3,0,1,,0,0,0,0,0,0,0,,5
2646,3,0,1,,1,1,0,1,1,1,0,,5
2647,3,0,1,,1,0,1,0,1,1,0,,4
2648,3,0,1,,1,1,1,1,,1,1,,1
2649,3,0,1,,1,1,0,1,1,1,0,,3
2650,3,0,1,,1,1,0,,1,1,0,,5
2651,3,0,1,,0,0,0,0,0,0,0,,1
2652,3,0,1,,0,0,0,0,0,0,0,,3
2653,3,0,1,,1,0,0,0,1,1,1,,3
2654,3,0,1,,1,1,1,1,1,1,1,,3
2655,3,0,1,,1,1,1,1,1,1,1,,2
2656,3,0,1,,1,0,0,0,1,1,0,,2
2657,3,0,1,,1,0,0,0,1,1,0,,5
2658,3,0,1,,0,0,0,1,0,1,0,,2
2659,3,0,1,,1,1,0,0,1,1,0,,3
2660,3,0,1,,1,1,0,1,0,1,0,,3
2661,3,0,1,,0,0,0,1,0,1,0,,3
2662,3,0,1,,0,0,0,0,0,0,0,,5
2663,3,0,1,,1,1,0,0,0,0,0,,4
2664,3,0,1,,0,0,0,1,1,0,1,,5
2665,3,0,1,,0,1,0,1,1,1,0,,2
2666,3,0,1,,1,1,0,0,1,1,0,,3
2667,3,0,1,,1,0,0,0,0,1,0,,4
2668,3,0,1,,1,0,,0,1,,,,
2669,3,0,1,,,,,,,,,,
2670,3,0,1,,1,1,1,1,1,1,1,,1
2671,3,0,1,,0,0,0,0,1,0,0,,1
2672,3,0,1,,,,,,,,,,
2673,3,0,1,,1,1,1,1,1,1,1,,3
2674,3,0,1,,1,1,1,0,1,1,0,,3
2675,3,0,1,,1,1,1,0,1,1,1,,4
2676,3,0,1,,0,0,0,0,0,0,0,,5
2677,3,0,1,,0,0,0,0,0,1,0,,4
2678,3,0,1,,1,1,0,1,1,1,1,,3
2679,3,0,1,,0,1,0,0,1,0,0,,5
2680,3,0,1,,0,0,0,0,0,0,0,,3
2681,3,0,1,,0,0,0,0,0,0,0,,2
2682,3,0,1,,1,1,0,1,1,1,0,,3
2683,3,0,1,,1,1,1,1,,1,1,,4
2684,3,0,1,,0,0,0,0,0,1,0,,4
2685,3,0,1,,1,1,0,1,1,1,0,,2
2686,3,0,1,,0,1,0,0,1,0,0,,5
2687,3,0,1,,,,,,,,,,
2688,3,0,1,,0,0,0,0,0,0,0,,5
2689,3,0,1,,0,1,0,0,0,1,0,,5
2690,3,0,1,,0,1,0,1,1,1,0,,2
2691,3,0,1,,1,0,0,0,0,1,0,,2
2692,3,0,1,,0,1,0,0,0,1,0,,3
2693,3,0,1,,0,0,0,0,0,1,0,,0
2694,3,0,1,,0,0,0,0,0,0,0,,5
2695,3,0,1,,0,0,0,0,0,0,0,,5
2696,3,0,1,,1,1,1,1,1,1,1,,2
2697,3,0,1,,1,1,1,1,1,1,1,,3
2698,3,0,1,,0,1,0,0,1,1,0,,4
2699,3,0,1,,1,1,1,1,1,1,1,,3
2700,3,0,1,,1,1,0,1,1,1,1,,2
2701,3,0,1,,0,0,0,0,0,0,0,,4
2702,3,0,1,,1,1,1,1,1,1,1,,2
2703,3,0,1,,1,1,1,1,1,1,1,,1
2704,3,0,1,,1,1,1,1,1,1,1,,2
2705,3,0,1,,0,0,0,0,0,0,0,,3
2706,3,0,1,,0,1,0,0,1,1,0,,1
2707,3,0,1,,0,0,0,0,0,0,1,,4
2708,3,0,1,,,,,,,,,,
2709,3,0,1,,0,0,0,0,0,1,0,,2
2710,3,0,1,,0,1,0,0,1,0,0,,2
2711,3,0,1,,1,1,0,1,1,1,0,,4
2712,3,0,1,,,,,,,,,,
2713,3,0,1,,0,1,0,0,1,0,0,,2
2714,3,0,1,,0,0,0,0,0,0,0,,5
2715,3,0,1,,1,0,0,1,0,1,0,,3
2716,3,0,1,,1,1,0,1,1,1,1,,5
2717,3,0,1,,1,1,1,1,1,1,1,,3
2718,3,0,1,,0,1,0,1,1,1,0,,3
2719,3,0,1,,0,0,0,0,0,0,0,,5
2720,3,0,1,,0,0,0,0,0,0,0,,2
2721,3,0,1,,1,1,0,0,,1,1,,4
2722,3,0,1,,1,1,1,1,1,1,1,,4
2723,3,0,1,,0,0,0,0,1,0,0,,3
2724,3,0,1,,0,1,0,1,1,1,1,,2
2725,3,0,1,,1,1,0,0,1,1,0,,5
2726,3,0,1,,0,0,0,0,0,0,0,,4
2727,3,0,1,,1,0,0,1,1,1,1,,2
2728,3,0,1,,0,1,0,0,0,1,0,,3
2729,3,0,1,,0,0,0,0,0,0,0,,1
2730,3,0,1,,0,0,0,0,0,0,0,,5
2731,3,0,1,,0,1,0,0,1,1,0,,4
2732,3,0,1,,0,0,0,0,0,0,0,,4
2733,3,0,1,,0,0,0,0,0,1,0,,3
2734,3,0,1,,0,1,0,0,1,1,0,,2
2735,3,0,1,,1,0,0,0,1,0,0,,3
2736,3,0,1,,0,0,0,0,0,0,0,,4
2737,3,0,1,,,,,,,,,,
2738,3,0,1,,0,0,0,0,0,0,0,,5
2739,3,0,1,,0,0,0,1,0,1,0,,5
2740,3,0,1,,1,1,0,1,1,1,1,,4
2741,3,0,1,,0,0,0,0,0,0,0,,4
2742,3,0,1,,0,0,0,0,0,0,0,,4
2743,3,0,1,,1,1,0,1,1,1,1,,4
2744,3,0,1,,1,1,0,1,1,1,0,,4
2745,3,0,1,,0,0,0,0,1,1,0,,4
2746,3,0,1,,1,1,0,1,1,,0,,3
2747,3,0,1,,1,1,1,1,1,1,0,,2
2748,3,0,1,,1,1,0,0,0,0,0,,5
2749,3,0,1,,0,0,0,0,0,1,0,,3
2750,3,0,1,,0,1,0,0,1,1,0,,3
2751,3,0,1,,0,0,0,0,0,1,0,,4
2752,3,0,1,,,,,,,,,,
2753,3,0,1,,,,,,,,,,
2754,3,0,1,,0,0,0,0,0,1,0,,5
2755,3,0,1,,1,1,0,0,1,1,0,,3
2756,3,0,1,,1,0,0,1,1,1,0,,1
2757,3,0,1,,,1,0,1,1,1,0,,2
2758,3,0,1,,0,1,1,1,1,1,1,,2
2759,3,0,1,,,,,,,,,,
2760,3,0,1,,0,0,0,0,0,0,0,,5
2761,3,0,1,,0,1,0,1,1,1,0,,3
2762,3,0,1,,0,1,1,1,0,1,0,,1
2763,3,0,1,,,,,,,,,,
2764,3,0,1,,0,0,0,1,,1,0,,2
2765,3,0,1,,1,1,0,1,1,1,0,,0
2766,3,0,1,,0,0,0,0,0,0,0,,3
2767,3,0,1,,,,,,,,,,
2768,3,0,1,,0,0,0,0,0,1,0,,4
2769,3,0,1,,0,0,0,1,0,1,0,,4
2770,3,0,1,,1,1,1,1,1,1,1,,2
2771,3,0,1,,1,0,0,0,0,1,0,,3
2772,3,0,1,,1,1,0,1,1,1,0,,0
2773,3,0,1,,1,1,1,1,1,1,1,,2
2774,3,0,1,,1,1,0,1,1,1,0,,4
2775,3,0,1,,0,0,0,0,0,0,0,,3
2776,3,0,1,,0,1,1,1,1,1,1,,4
2777,3,0,1,,1,1,1,1,1,1,0,,2
2778,3,0,1,,0,0,0,0,0,1,0,,4
2779,3,0,1,,0,0,0,0,0,0,0,,0
2780,3,0,1,,1,1,1,1,1,1,1,,2
2781,3,0,1,,1,1,1,1,1,1,1,,2
2782,3,0,1,,0,1,0,0,1,1,1,,5
2783,3,0,1,,,,,,,,,,
2784,3,0,1,,,1,1,1,1,0,1,,3
2785,3,0,1,,0,1,0,0,0,1,0,,5
2786,3,0,1,,,,,,,,,,
2787,3,0,1,,1,1,1,1,1,1,1,,2
2788,3,0,1,,,0,0,0,0,0,0,,5
2789,3,0,1,,0,0,0,0,0,0,0,,5
2790,3,0,1,,0,1,0,1,1,1,0,,4
2791,3,0,1,,1,1,1,1,1,1,1,,2
2792,3,0,1,,1,1,0,0,1,1,0,,3
2793,3,0,1,,1,1,1,1,1,1,1,,2
2794,3,0,1,,1,1,1,1,1,1,1,,2
2795,3,0,1,,0,1,0,1,,1,0,,3
2796,3,0,1,,1,1,0,1,1,1,0,,4
2797,3,0,1,,1,0,0,1,0,1,0,,2
2798,3,0,1,,1,1,0,1,1,1,0,,1
2799,3,0,1,,1,1,0,0,1,1,0,,2
2800,3,0,1,,0,0,0,0,0,1,0,,3
2801,3,0,1,,0,0,0,1,0,0,0,,5
2802,3,0,1,,0,0,1,0,1,1,0,,3
2803,3,0,1,,1,1,0,1,1,1,0,,2
2804,3,0,1,,,,,,,,,,
2805,3,0,1,,1,1,1,1,1,,0,,4
2806,3,0,1,,1,1,0,0,1,1,0,,3
2807,3,0,1,,0,1,0,0,1,0,0,,5
2808,3,0,1,,1,0,0,1,0,1,0,,2
2809,3,0,1,,1,1,1,1,0,1,1,,4
2810,3,0,1,,1,1,1,1,1,1,1,,2
2811,3,0,1,,0,0,0,0,0,0,0,,4
2812,3,0,1,,0,0,0,1,1,1,0,,4
2813,3,0,1,,0,1,0,0,1,1,0,,1
2814,3,0,1,,1,1,1,1,1,1,1,,2
2815,3,0,1,,1,1,0,0,1,1,0,,4
2816,3,0,1,,1,1,0,0,0,1,0,,3
2817,3,0,1,,0,0,0,0,0,0,0,,5
2818,3,0,1,,0,0,0,0,0,0,0,,5
2819,3,0,1,,0,1,0,0,0,1,0,,3
2820,3,0,1,,1,1,0,0,1,1,0,,2
2821,3,0,1,,1,1,0,1,1,1,0,,2
2822,3,0,1,,0,0,0,1,0,0,0,,5
2823,3,0,1,,1,1,1,1,1,1,1,,2
2824,3,0,1,,1,0,0,1,1,0,0,,5
2825,3,0,1,,0,0,0,0,0,0,0,,4
2826,3,0,1,,0,0,0,0,0,0,0,,4
2827,3,0,1,,0,0,0,0,0,0,0,,0
2828,3,0,1,,,,,,,,,,
2829,3,0,1,,1,1,1,1,1,1,1,,3
2830,3,0,1,,0,1,0,0,0,0,0,,5
2831,3,0,1,,0,0,0,0,1,1,0,,4
2832,3,0,1,,1,1,1,1,1,1,1,,4
2833,3,0,1,,0,1,0,0,1,1,0,,4
2834,3,0,1,,1,1,1,1,1,1,1,,1
2835,3,0,1,,0,1,0,1,0,1,0,,4
2836,3,0,1,,0,0,0,1,0,0,0,,4
2837,3,0,1,,0,0,0,0,0,0,0,,3
2838,3,0,1,,1,1,0,0,1,1,0,,5
2839,3,0,1,,1,1,0,1,0,1,1,,3
2840,3,0,1,,0,0,0,0,0,0,0,,5
2841,3,0,1,,0,0,1,1,0,0,0,,3
2842,3,0,1,,0,0,0,0,0,0,0,,5
2843,3,0,1,,0,0,0,0,0,0,0,,0
2844,3,0,1,,0,0,0,1,1,0,1,,5
2845,3,0,1,,1,1,0,1,1,1,0,,3
2846,3,0,1,,1,1,0,0,1,0,0,,5
2847,3,0,1,,0,0,0,0,0,1,0,,3
2848,3,0,1,,0,0,0,0,0,0,0,,5
2849,3,0,1,,0,0,0,0,0,0,0,,5
2850,3,0,1,,1,1,0,1,0,1,0,,2
2851,3,0,1,,1,1,0,0,1,1,1,,2
2852,3,0,1,,0,0,0,0,0,1,0,,2
2853,3,0,1,,0,0,0,0,0,0,0,,0
2854,3,0,1,,0,0,0,0,0,0,0,,5
2855,3,0,1,,,,,,,,,,
2856,3,0,1,,0,0,0,0,0,0,0,,0
2857,3,0,1,,1,1,0,0,1,0,0,,5
2858,3,0,1,,0,0,0,0,0,0,0,,3
2859,3,0,1,,1,0,0,0,0,1,0,,4
2860,3,0,1,,1,1,1,1,1,1,1,,2
2861,3,0,1,,1,1,0,1,1,1,0,,4
2862,3,0,1,,,,,,,,,,
2863,3,0,1,,0,0,0,0,0,0,0,,5
2864,3,0,1,,1,1,0,1,0,0,0,,5
2865,3,0,1,,1,1,1,1,1,1,1,,2
2866,3,0,1,,0,0,0,0,0,1,0,,3
2867,3,0,1,,1,1,1,1,0,1,1,,3
2868,3,0,1,,1,1,0,1,1,1,0,,5
2869,3,0,1,,1,1,1,1,1,1,1,,2
2870,3,0,1,,1,,,1,1,1,1,,3
2871,3,0,1,,1,0,0,0,0,1,0,,4
2872,3,0,1,,1,1,1,1,1,1,1,,2
2873,3,0,1,,1,1,1,1,1,1,1,,4
2874,3,0,1,,0,0,0,0,1,0,0,,5
2875,3,0,1,,0,0,0,0,0,0,0,,5
2876,3,0,1,,1,0,0,0,0,0,0,,3
2877,3,0,1,,0,0,0,0,0,1,0,,5
2878,3,0,1,,1,1,1,1,1,1,1,,1
